language,source,test,model,statistic,DstatUP,DstatLO,statMedian,DstatMedUP,DstatMedLO,sizeEffect,DsizeEffectUP,DsizeEffectLO,effMedian,DeffMedUP,DeffMedLO,cFruits,cFlowers,cInsects,cInstruments,cWeapons,cPleasant,cUnpleasant,EV,GH
de5,1,1,cc10017vecmap,0.859746193,1.03,0.99,0.8200000000000001,1.15,0.88,0.607655635,0.5,0.72,0.376168962,0.46,0.41,54907,33735,28533,79184,119029,2772311,1334627,26.95,0.82
de6,1,1,cc10017vecmap,1.254286916,1.36,1.42,0.8200000000000001,1.15,0.88,0.948028393,0.49,1.06,0.376168962,0.46,0.41,81303,29208,43867,118477,201174,1421304,2723164,26.95,0.82
de7,1,1,cc10017vecmap,0.414119274,0.9,0.92,0.8200000000000001,1.15,0.88,0.332926836,0.59,0.71,0.376168962,0.46,0.41,64443,46678,32462,96492,7268,3611016,6658628,26.95,0.82
de10,1,1,cc10017vecmap,-0.189167895,1.23,1.43,0.8200000000000001,1.15,0.88,-0.10667308,0.78,0.61,0.376168962,0.46,0.41,48468,27958,27581,73403,49645,775307,476402,26.95,0.82
de11,1,1,cc10017vecmap,0.374026524,1.37,1.36,0.8200000000000001,1.15,0.88,0.183422097,0.65,0.6,0.376168962,0.46,0.41,50777,33660,11305,99932,307355,2966813,193588,26.95,0.82
de12,1,1,cc10017vecmap,0.797869146,1.19,1.3,0.8200000000000001,1.15,0.88,0.442872208,0.58,0.69,0.376168962,0.46,0.41,58353,36498,32061,85614,122914,4842805,1047613,26.95,0.82
de13,1,1,cc10017vecmap,0.699349795,1.13,1.17,0.8200000000000001,1.15,0.88,0.416771383,0.57,0.66,0.376168962,0.46,0.41,59027,27296,23249,88607,98499,2308095,803411,26.95,0.82
de14,1,1,cc10017vecmap,0.601217156,1.22,1.34,0.8200000000000001,1.15,0.88,0.313873581,0.63,0.65,0.376168962,0.46,0.41,51544,28567,30638,81438,100045,4090330,942259,26.95,0.82
de15,1,1,cc10017vecmap,1.000865324,1.63,1.77,0.8200000000000001,1.15,0.88,0.372070844,0.63,0.65,0.376168962,0.46,0.41,59885,27551,22129,119564,198949,6032086,1027914,26.95,0.82
de16,1,1,cc10017vecmap,0.511508229,1.19,1.19,0.8200000000000001,1.15,0.88,0.300968733,0.6,0.68,0.376168962,0.46,0.41,41002,38028,31493,100419,75712,2357766,720298,26.95,0.82
de17,1,1,cc10017vecmap,1.351765852,1.34,1.27,0.8200000000000001,1.15,0.88,0.688236337,0.53,0.65,0.376168962,0.46,0.41,58250,30256,39773,99302,99011,3481659,1285607,26.95,0.82
de18,1,1,cc10017vecmap,2.049301386,1.42,1.47,0.8200000000000001,1.15,0.88,0.311606077,0.39,0.82,0.376168962,0.46,0.41,59265,29586,61859,103007,123139,3559074,768649,26.95,0.82
de19,1,1,cc10017vecmap,0.343348712,1.1,1.25,0.8200000000000001,1.15,0.88,0.202931812,0.67,0.64,0.376168962,0.46,0.41,48450,34635,28602,72544,91406,3557208,430797,26.95,0.82
de20,1,1,cc10017vecmap,-0.063595839,1.28,1.39,0.8200000000000001,1.15,0.88,-0.033427006,0.71,0.61,0.376168962,0.46,0.41,63417,32982,28635,99406,96536,4677065,1135746,26.95,0.82
de21,1,1,cc10017vecmap,2.128525252,1.38,1.44,0.8200000000000001,1.15,0.88,0.276534613,0.5,0.58,0.376168962,0.46,0.41,60939,32522,37317,96209,96468,2547751,1229622,26.95,0.82
de22,1,1,cc10017vecmap,1.128610255,0.97,1.01,0.8200000000000001,1.15,0.88,0.726871851,0.55,0.68,0.376168962,0.46,0.41,59200,38154,33041,97000,71372,3508639,663363,26.95,0.82
de23,1,1,cc10017vecmap,-0.062753753,1.39,1.53,0.8200000000000001,1.15,0.88,-0.028284087,0.68,0.61,0.376168962,0.46,0.41,58993,28808,44824,78001,141899,4895457,990179,26.95,0.82
de24,1,1,cc10017vecmap,0.928834962,1.05,1.03,0.8200000000000001,1.15,0.88,0.615841167,0.56,0.67,0.376168962,0.46,0.41,60315,32175,41212,103530,87896,2689585,944783,26.95,0.82
de25,1,1,cc10017vecmap,0.837064647,1.28,1.25,0.8200000000000001,1.15,0.88,0.487620725,0.63,0.69,0.376168962,0.46,0.41,57971,30517,49319,98668,491348,4622062,3351994,26.95,0.82
de26,1,1,cc10017vecmap,0.770520861,1.24,1.33,0.8200000000000001,1.15,0.88,0.38026708,0.59,0.62,0.376168962,0.46,0.41,58643,27699,42883,102423,75201,3873900,840597,26.95,0.82
de0,0,1,cc10017vecmap,1.41,0.98,1.03,1.41,0.98,1.03,1.03,0.40,0.76,1.03,0.40,0.76,-,38491,120649,106809,276667,2759722,734031,26.95,0.82
de1,1,1,cc10017vecmapSup,0.383898921,1.13,1.24,0.63,1.07,0.95,0.232439581,0.67,0.69,0.331010534,0.46,0.51,61304,38051,47336,113959,105031,3136787,1162635,32.25,0.7
de2,1,1,cc10017vecmapSup,0.955756994,1.11,1.07,0.63,1.07,0.95,0.620641978,0.51,0.7,0.331010534,0.46,0.51,55725,31342,32237,85403,163776,2318771,1020394,32.25,0.7
de3,1,1,cc10017vecmapSup,1.513350477,1.16,1.07,0.63,1.07,0.95,0.808924522,0.49,0.58,0.331010534,0.46,0.51,58032,30125,38303,118878,120301,3780339,1278407,32.25,0.7
de4,1,1,cc10017vecmapSup,0.936269304,1.2,1.25,0.63,1.07,0.95,0.512245986,0.64,0.69,0.331010534,0.46,0.51,55069,38132,23984,97110,67632,2653330,665858,32.25,0.7
de5,1,1,cc10017vecmapSup,0.55497881,0.98,0.97,0.63,1.07,0.95,0.406918088,0.58,0.71,0.331010534,0.46,0.51,54907,33735,28533,79184,119029,2772311,1334627,32.25,0.7
de6,1,1,cc10017vecmapSup,1.034831811,1.1,1.15,0.63,1.07,0.95,0.857675968,0.52,0.96,0.331010534,0.46,0.51,81303,29208,43867,118477,201174,1421304,2723164,32.25,0.7
de7,1,1,cc10017vecmapSup,0.228055702,0.9,0.9,0.63,1.07,0.95,0.181257397,0.63,0.68,0.331010534,0.46,0.51,64443,46678,32462,96492,7268,3611016,6658628,32.25,0.7
de10,1,1,cc10017vecmapSup,-0.305032727,1.19,1.38,0.63,1.07,0.95,-0.179697425,0.77,0.6,0.331010534,0.46,0.51,48468,27958,27581,73403,49645,775307,476402,32.25,0.7
de11,1,1,cc10017vecmapSup,0.042235232,1.21,1.23,0.63,1.07,0.95,0.022259503,0.66,0.57,0.331010534,0.46,0.51,50777,33660,11305,99932,307355,2966813,193588,32.25,0.7
de12,1,1,cc10017vecmapSup,0.534947693,1.14,1.22,0.63,1.07,0.95,0.316971298,0.61,0.69,0.331010534,0.46,0.51,58353,36498,32061,85614,122914,4842805,1047613,32.25,0.7
de13,1,1,cc10017vecmapSup,0.733507888,1.08,1.11,0.63,1.07,0.95,0.444029187,0.55,0.66,0.331010534,0.46,0.51,59027,27296,23249,88607,98499,2308095,803411,32.25,0.7
de14,1,1,cc10017vecmapSup,0.308236056,1.14,1.29,0.63,1.07,0.95,0.175953757,0.69,0.65,0.331010534,0.46,0.51,51544,28567,30638,81438,100045,4090330,942259,32.25,0.7
de15,1,1,cc10017vecmapSup,0.79261541,1.53,1.64,0.63,1.07,0.95,0.318446852,0.63,0.65,0.331010534,0.46,0.51,59885,27551,22129,119564,198949,6032086,1027914,32.25,0.7
de16,1,1,cc10017vecmapSup,0.339918372,1.14,1.16,0.63,1.07,0.95,0.213162994,0.64,0.7,0.331010534,0.46,0.51,41002,38028,31493,100419,75712,2357766,720298,32.25,0.7
de17,1,1,cc10017vecmapSup,1.253661053,1.29,1.25,0.63,1.07,0.95,0.655613311,0.54,0.68,0.331010534,0.46,0.51,58250,30256,39773,99302,99011,3481659,1285607,32.25,0.7
de18,1,1,cc10017vecmapSup,1.734754069,1.35,1.35,0.63,1.07,0.95,0.215369153,0.46,0.75,0.331010534,0.46,0.51,59265,29586,61859,103007,123139,3559074,768649,32.25,0.7
de19,1,1,cc10017vecmapSup,0.55157917,1.03,1.17,0.63,1.07,0.95,0.343574216,0.65,0.66,0.331010534,0.46,0.51,48450,34635,28602,72544,91406,3557208,430797,32.25,0.7
de20,1,1,cc10017vecmapSup,-0.330647107,1.17,1.29,0.63,1.07,0.95,-0.18953749,0.71,0.59,0.331010534,0.46,0.51,63417,32982,28635,99406,96536,4677065,1135746,32.25,0.7
de21,1,1,cc10017vecmapSup,1.903136957,1.35,1.45,0.63,1.07,0.95,0.196128699,0.53,0.6,0.331010534,0.46,0.51,60939,32522,37317,96209,96468,2547751,1229622,32.25,0.7
de22,1,1,cc10017vecmapSup,0.92462462,0.91,0.92,0.63,1.07,0.95,0.668274153,0.56,0.66,0.331010534,0.46,0.51,59200,38154,33041,97000,71372,3508639,663363,32.25,0.7
de23,1,1,cc10017vecmapSup,-0.31944662,1.29,1.38,0.63,1.07,0.95,-0.164675666,0.71,0.6,0.331010534,0.46,0.51,58993,28808,44824,78001,141899,4895457,990179,32.25,0.7
de24,1,1,cc10017vecmapSup,0.679033584,0.95,0.98,0.63,1.07,0.95,0.487736482,0.6,0.69,0.331010534,0.46,0.51,60315,32175,41212,103530,87896,2689585,944783,32.25,0.7
de25,1,1,cc10017vecmapSup,0.609643579,1.17,1.18,0.63,1.07,0.95,0.376852098,0.66,0.68,0.331010534,0.46,0.51,57971,30517,49319,98668,491348,4622062,3351994,32.25,0.7
de26,1,1,cc10017vecmapSup,0.647028387,1.15,1.25,0.63,1.07,0.95,0.360978011,0.64,0.67,0.331010534,0.46,0.51,58643,27699,42883,102423,75201,3873900,840597,32.25,0.7
